D_マ,1.29,1.6
なんです,1.6,2.15
はい,2.48,2.61
から,2.61,2.76
さん,2.76,3.08
そう,3.2,3.36
ですね,3.36,3.76
こう,3.76,3.89
ですか,3.89,4.17
情報,5.55,5.86
ですか,5.86,6.18
違い,6.62,7.0
やった,10.08,10.32
ん,10.55,10.99
じゃ,10.99,11.21
けどね,11.21,11.58
幅,13.66,14.03
は,14.03,14.19
操作,14.19,14.47
うん,17.18,17.87
せめて,21.21,21.59
今,21.59,21.82
研究室,22.01,22.5
配属,22.5,22.84
を,22.84,22.96
男性,24.05,24.47
じゃ,25.89,26.0
ない,26.0,26.2
ん,26.2,26.25
です,26.25,26.44
けども,26.44,26.71
その,26.91,27.19
その,27.19,27.53
D_ア,29.67,29.86
そう,29.86,30.11
ですね,30.11,30.4
あと,30.52,30.71
十,30.71,30.87
方向,30.87,31.41
は,31.41,31.56
思うん,31.56,31.94
で,32.8,33.17
下がった,33.17,33.74
こちら,34.74,35.2
です,35.2,35.43
生命,36.4,36.85
