人,2.67,2.93
の,2.93,3.04
いない,3.04,3.33
って,3.33,3.69
こと,3.69,3.96
は,3.96,4.08
少し,5.05,5.45
は,5.45,5.56
いる,5.56,5.76
もしかしたら,5.94,7.07
日本,7.48,7.89
では,7.89,8.22
いる,8.22,8.54
と,8.54,8.64
思いますが,8.64,9.25
ため,9.25,9.5
ため,9.5,9.87
茶色,13.23,13.66
走って,15.0,15.95
あります,16.07,16.45
か,16.45,16.6
八,16.92,17.44
食べた,17.48,17.85
とき,17.85,18.08
の,18.08,18.15
話,18.15,18.45
で,19.69,19.79
普通,19.79,20.08
に,20.08,20.37
D_アノー,20.56,21.02
その,22.04,22.29
動物,22.29,22.92
と,22.92,23.14
いう,23.14,23.23
か,23.23,23.33
何か,23.33,23.74
に,23.74,24.04
足,24.36,24.61
は,24.61,24.7
入って,24.7,24.95
ます,24.95,25.12
か,25.12,25.31
足,25.34,25.82
は,26.28,26.34
しない,26.34,26.76
ん,26.76,26.81
です,26.81,27.15
しか,27.36,27.65
ない,27.65,28.07
ね,28.07,28.27
はい,29.08,29.38
