D_アノー,1.32,1.47
三日,1.47,1.8
の,1.8,1.91
ローテーション,1.91,2.46
で,2.46,2.81
と,3.3,3.64
語って,3.67,4.18
型,4.18,4.48
の,4.48,4.58
人,4.58,5.14
型,5.2,5.46
の,5.46,5.53
日,5.53,5.67
の,5.67,5.88
夜,6.13,6.24
は,6.24,6.36
うん,6.36,6.64
あの,6.69,6.95
胸,6.95,7.22
の,7.22,7.33
人,7.33,7.68
を,7.68,7.98
あと,8.06,8.33
腹筋,8.33,8.85
と,8.85,9.28
足,9.31,9.56
と,9.56,9.91
腕,10.64,10.85
の,10.85,10.94
日,10.94,11.11
って,11.11,11.32
いう,11.32,11.63
か,12.23,12.35
で,12.35,12.61
D_ア,13.31,13.47
三日,13.47,13.77
目,13.77,13.97
です,13.97,14.21
一人,14.32,14.67
ずつ,14.67,14.94
ローテーション,14.94,15.45
そう,15.48,15.65
ですね,15.65,15.93
D_ア,15.93,16.42
で,17.05,17.18
それ,17.18,17.42
を,17.42,17.63
一週間,18.06,18.57
に,18.57,18.86
そう,19.24,19.44
ですね,19.44,19.66
。,19.66,19.93
順繰り,19.93,20.24
順繰り,20.24,20.73
凄い,21.71,22.07
なんて,22.07,22.37
こと,22.37,22.5
は,22.5,22.56
毎日,22.56,22.88
筋,22.88,23.0
トレ,23.0,23.13
やってる,23.13,23.38
って,23.38,23.46
毎日,23.46,23.76
筋,23.76,23.89
トレ,23.89,24.02
やって,24.02,24.33
ます,24.33,24.6
で,24.7,24.82
最近,24.82,25.18
風邪,25.18,25.43
で,25.43,25.53
できて,25.53,25.81
あったん,25.81,26.13
や,27.35,27.55
D_ア,28.67,28.94
でき,29.54,29.73
ちゃって,29.73,30.04
できない,30.04,30.34
ですけど,30.53,30.9
だけでも,30.9,31.4
鼻声,31.4,31.72
捉えて,31.72,32.09
