うん,0.86,1.27
あんまり,2.37,2.83
あんまり,2.94,3.4
良く,3.4,3.67
ない,3.67,3.97
うわさ,3.97,4.36
が,4.36,4.5
ある,4.5,4.76
が,4.76,4.89
どう,4.89,5.13
思う,5.13,5.41
かな,5.41,5.62
そうだ,5.62,6.0
ニュース,9.86,10.24
で,10.24,10.35
やってる,10.35,10.86
最近,10.95,11.5
見,11.77,11.89
なく,11.89,12.15
ない,12.15,12.44
声優,13.79,14.19
本当,15.05,15.37
D_ア,16.74,16.98
前,16.98,17.2
前,17.52,17.78
辻,17.78,18.32
で,18.32,18.48
なんか,18.58,18.9
一時期,18.9,19.38
めちゃめちゃ,19.38,19.9
話題,19.9,20.24
に,20.24,20.34
なった,20.34,20.65
けど,20.65,20.93
もう,20.93,21.16
何か,21.23,21.6
話題,21.6,21.92
も,21.92,22.06
下火,22.06,22.38
かな,22.38,22.66
と,22.66,22.77
