ID,SECTION,ANSWER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
11,1,2,0.876,0.40175,1.057214286,0.002,0.012,0.161,2.334,1.233,4.093,0.50575294,0.404602352,0.354027058,0.4521407,0.165888152,0.381971148,0.001034546,14.3190184,0.078691915,0.525879529,0.001240297,0.452663049,0.000800961,0.336662798,0.385505725,0.541390951,0.546303473,0.064477373,0.59038596,0.269854007,0.457370289,0.001033477,0.934721666,0.072951242,0.344640268,0.001238761,1.206865623,80.5,1.753641817,0.7,0.844805936,0.54686865,0.987730061,0.636844562,0.411764706,0.457937564,0.45313135,0.012269939,0.363155438,0.588235294,0.542062436
11,2,2,0.916058824,0.378785714,1.032923077,0.012,0.004,0.087,2.044,0.976,2.872,0.429889999,0.354027058,0.328739411,0.453970382,0.154588386,0.391441231,0.006157061,20.64646465,0.087447111,0.598408626,0.007282915,0.467142926,0.005599627,0.382349805,0.354519275,0.533098969,0.52673769,0.040597294,0.537235147,0.271102975,0.459670774,0.006119383,0.95380308,0.080415048,0.374377751,0.007230257,1.12757287,7.25,1.405088063,0.764705882,0.862261607,0.529980846,0.878787879,0.584214809,0.433333333,0.463018517,0.470019154,0.121212121,0.415785191,0.566666667,0.536981483
11,3,2,0.897571429,0.429454545,1.203230769,0.056,0.012,0.126,1.812,0.904,8.675,0.444868128,0.349539244,0.413091833,0.381574153,0.143447103,0.474978744,0.026656484,9.956043956,0.042420914,0.444745874,0.031120651,0.416158436,0.028084253,0.16575392,0.358899463,0.432031363,0.557877199,0.063189569,0.793551468,0.333263787,0.53778725,0.025964365,0.908726179,0.040694612,0.30783675,0.030181387,1.340540408,2.25,4.787527594,0.928571429,1.244787522,0.572748244,0.692307692,0.827214647,0.481481481,0.554523539,0.427251756,0.307692308,0.172785353,0.518518519,0.445476461
11,4,2,0.974875,0.391285714,0.79525,0.008,0.017,0.1,3.037,1.15,2.04,0.508420718,0.444868128,0.508420718,0.46147929,0.162071006,0.376449704,0.004519455,28.12037037,0.100141957,0.453836039,0.005393601,0.548260105,0.00254372,0.543737017,0.343917737,0.547783417,0.447240773,0.031796502,0.365236587,0.343917737,0.446851917,0.004499121,0.965659777,0.091026396,0.312164527,0.005364666,0.815745608,12.5,0.671715509,1,0.815745608,0.449262058,0.925925926,0.401812094,0.5,0.449262058,0.550737942,0.074074074,0.598187906,0.5,0.550737942
25,1,3,0.738363636,0.378818182,0.952571429,0.01,0.095,0.063,2.365,0.8,2.638,0.278164117,0.278164117,0.354027058,0.316956098,0.162614634,0.520429268,0.005913888,32.39726027,0.055599464,0.501361155,0.007062325,0.434092783,0.004101723,0.447817933,0.293067393,0.375852458,0.560028098,0.025840853,0.499511082,0.372994864,0.617134743,0.005879119,0.970057424,0.052670985,0.333937743,0.007012798,1.290111514,6.3,1.115433404,1.272727273,1.641960108,0.563340041,0.863013699,0.52728363,0.56,0.621493149,0.436659959,0.136986301,0.47271637,0.44,0.378506851
25,2,3,0.783428571,0.3869,0.827782609,0.088,0.115,0.012,1.939,0.838,2.932,0.531040587,0.25287647,0.581615881,0.417987805,0.098297764,0.483714431,0.054617297,19.39,0.109020855,0.37566654,0.060571323,0.461054271,0.043158411,0.358938436,0.346939257,0.437079648,0.487156993,0.005885238,0.542757862,0.379981091,0.505808377,0.051788736,0.950956351,0.098303702,0.273079652,0.057111975,1.056615292,0.136363636,1.512119649,1.095238095,1.15724532,0.513764191,0.12,0.601929789,0.522727273,0.53644586,0.486235809,0.88,0.398070211,0.477272727,0.46355414
25,3,3,0.9263,0.1575,1.719545455,0.185,0.022,0.17,1.503,0.305,6.375,0.317762949,0.12710518,0.349539244,0.321542627,0.021868925,0.656588448,0.06992094,4.233802817,0.040335485,0.481854594,0.071484223,0.327216733,0.099569429,0.183387442,0.32134764,0.306800257,0.607431766,0.091496233,0.777840945,0.353482404,0.626484601,0.065351501,0.808934338,0.038771613,0.325169957,0.066715143,1.856359122,0.918918919,4.241516966,1.1,2.041995034,0.649903966,0.478873239,0.809215537,0.523809524,0.671268365,0.350096034,0.521126761,0.190784463,0.476190476,0.328731635
25,4,3,0.734545455,0.4442,1.132583333,0.174,0.28,0.185,1.875,0.816,2.16,0.349539244,0.158881474,0.381315539,0.338188515,0.092959987,0.568851498,0.093191215,5.222841226,0.086626826,0.462730112,0.102742121,0.359872174,0.077887198,0.427639005,0.326964534,0.338110334,0.554880878,0.082811101,0.492640134,0.356688583,0.568719994,0.085246948,0.839301701,0.079720861,0.316346883,0.093169671,1.541883251,1.063218391,1.152,1.090909091,1.682054455,0.606590901,0.515320334,0.535315985,0.52173913,0.627151493,0.393409099,0.484679666,0.464684015,0.47826087,0.372848507
26,1,3,0.43375,0.378818182,1.157307692,0.063,0.095,0.093,1.348,0.8,4.332,0.404602352,0.278164117,0.328739411,0.265371673,0.159337718,0.575290609,0.039596301,8.641025641,0.071232808,0.361866304,0.047101318,0.2622339,0.041888298,0.221542826,0.405123569,0.301470134,0.699677948,0.061835106,0.71196107,0.3291629,0.653547287,0.038088152,0.896276596,0.066496104,0.265713531,0.044982579,2.668144536,1.476190476,3.213649852,0.8125,2.167867435,0.727382607,0.596153846,0.762676056,0.448275862,0.684330225,0.272617393,0.403846154,0.237323944,0.551724138,0.315669775
26,2,2,0.951583333,0.3869,2.3447,0.012,0.115,0.11,2.932,0.838,7.897,0.303451764,0.25287647,0.25287647,0.294797986,0.099883826,0.605318188,0.003640464,24.03278689,0.028022141,0.52989938,0.004044438,0.287636589,0.003929273,0.263374148,0.356529686,0.32619178,0.708736152,0.036018337,0.709367547,0.297108072,0.669780074,0.003627259,0.96005239,0.027258305,0.346362243,0.004028146,2.463998599,9.166666667,2.693383356,0.833333333,2.053332166,0.71131628,0.901639344,0.729245544,0.454545455,0.672488958,0.28868372,0.098360656,0.270754456,0.545454545,0.327511042
