001,2.0300,2.9900,A:,えーっと
002,5.8850,6.9450,A:,ああそっか。、これ
003,9.3250,9.6350,A:,はい
004,20.4200,22.6825,A:,うわあ何なんだ。これ？
005,24.0575,25.6325,A:,でけえよ。画面が
006,28.0975,29.4075,A:,でもいいな。デスクトップって
007,30.6650,31.3600,A:,俺も欲しいわ。
008,37.1400,37.7875,A:,ヒナレと
009,42.4050,42.5900,A:,わ
010,44.4100,45.0100,A:,ちょっと待って。
011,46.9500,48.0100,A:,右クリックは
012,51.9050,53.2100,A:,右クリックがきかねえよ。
013,56.4050,56.7075,A:,うん
014,57.3725,58.7250,A:,パーティー抜けるときって
015,59.3350,60.7950,A:,確かそうだったよね。あちげえや。
016,61.3450,61.8150,A:,ピーか
017,65.5150,66.1950,A:,オーケーオッケ
018,69.3600,72.1250,A:,ああくそ、何だこの
019,72.6450,74.8600,A:,妙なブランクを感じる。あれは{笑}
020,77.0700,77.5850,A:,えっと
021,78.1050,78.7675,A:,ゼットか。はい
022,79.6450,80.1300,A:,抜けるぜ。
023,87.2850,87.7950,A:,はい抜けた。
024,89.8525,90.7325,A:,実験中って
025,92.3550,92.6700,A:,{笑}
026,93.1100,96.0100,A:,{笑}先生誰入ってんの？、{笑}これ
027,111.8350,112.3350,A:,あれこれ
028,113.1150,113.3250,A:,え？
029,116.3000,117.5850,A:,ウンバラバンジーわかるよ。
030,122.9375,123.4475,A:,すいません。
031,124.1650,126.0450,A:,これ日本語打つの、って
032,126.7400,128.2950,A:,全角半角ですよね？
033,131.8300,133.3500,A:,打てないんですけど
034,142.9000,143.1400,A:,んっ
035,143.6650,145.5500,A:,と、日本語が打てないです。
036,169.0550,169.8725,A:,という感じで
037,173.5950,174.4825,A:,しかたないか？
038,176.0150,176.1200,A:,はい
039,176.6775,176.7825,A:,はい
040,178.1500,179.1950,A:,あはいわかりました。
041,180.0725,183.5825,A:,今回はわたしはカタコトカタコトじゃないローマ字でいきます。
042,205.4400,206.1500,A:,お、行くんか。
043,211.4250,212.0675,A:,あ、ど
044,212.7375,212.9100,A:,あ
045,214.6825,217.3500,A:,そういやどこ行くとかい、決めてなかったけどニブルなのね。
046,221.8225,222.0400,A:,え？
