001,5.0525,7.1225,C:,開始します。
002,7.6700,8.0800,C:,はーい
003,9.4050,11.3975,C:,じゃあゲーム内のトークをしていいということですね？
004,12.3375,13.0100,C:,えーと？
005,14.0875,15.2550,C:,おい、どこ行くんだよ？
006,22.0275,22.6950,C:,ほんとに？{笑}
007,25.4325,25.7600,C:,ああ
008,27.1475,27.8800,C:,ジュピでいいの？
009,29.0750,29.7850,C:,ジュピでいいの？
010,31.2550,31.4700,C:,ああ
011,35.1850,36.6425,C:,俺は、いいんだけど
012,37.4450,38.2400,C:,あのつ、おい
013,38.6775,40.1475,C:,じゅ準備とかってしていいのか？
014,43.7500,45.3675,C:,オッケーオッケー。、じゃあ準備しようぜ。
015,47.7775,48.2850,C:,おお
016,50.1550,53.4400,C:,やあ関係無い。、なんだこれ西新宿ニチョーメなんとかマラソン
017,54.2375,54.8225,C:,{笑}
018,55.8825,56.5500,C:,サンキュー
019,57.9625,59.5775,C:,気に、気にしたら負け
020,69.4125,70.1650,C:,それ関係ねえよ。
021,75.8600,76.0425,C:,はい？
022,77.2550,77.7650,C:,{笑}
023,79.6525,80.3500,C:,え？{笑}
024,80.7950,82.5800,C:,ラヘルとウンバラとゲフェン？
025,84.9450,86.0625,C:,いや俺もそう思ったんだよ。
026,96.2400,96.4700,C:,あ？
027,97.6775,98.8875,C:,ああいいよわかった。じゃあ
028,99.4425,100.9050,C:,じゃあさー、カプラで行こうぜ。
029,110.1525,110.3825,C:,で
030,113.5425,115.4500,C:,そういうのは関係無しで
031,116.7875,117.1650,C:,えっと？
032,118.4250,119.2500,C:,何をやろうか？
033,120.5550,123.7000,C:,えっとちげえよこれは要らないんだ。、えーとー、何が要るんだ？
034,124.5250,125.5975,C:,無形盾と
035,129.5250,130.1625,C:,そういえばこ
036,132.1750,133.5700,C:,何だろうこのアクセサリー？、まあいいや。
037,146.8150,147.1350,C:,ああ
038,148.5500,150.8250,C:,だからゲーム内でチャットをするような感じでしゃべってよ。
039,158.5250,159.5625,C:,あごめん俺先行ってた。
040,161.7475,162.5275,C:,何でだよ。{笑}
041,163.4525,164.2225,C:,え、ポタだ
042,165.2100,166.1425,C:,ポタ出す予定だった？
043,169.4625,170.1800,C:,あっごめん。
044,171.7875,172.2825,C:,すんまそん。
045,174.1175,177.0425,C:,じゃあ、どうする？ジュノーでやる？、それともこれやっちゃう？
046,179.4025,180.1950,C:,じゃあゲフェンでやろう。
047,180.6050,180.7350,C:,はい
048,183.7775,184.1325,C:,オッケー
049,189.0975,189.2325,C:,え？
050,196.4425,200.3650,C:,そうだよ。そうそうそうそれでえアルデバランから行くんじゃないよね？ジュノーだよね？
051,204.2350,205.1150,C:,あそうそうそうそうそう
052,206.1925,208.2575,C:,いやアルデバランでいいんだよねって言われたからさー
053,208.6950,210.3400,C:,いやアルデバランから歩きなのかと思って
054,216.4675,217.2050,C:,さあ来い。
055,217.8425,218.0300,C:,{笑}
056,219.8250,220.2425,C:,もういいよ。
057,221.9225,222.6100,C:,おーあ
058,226.0750,226.8950,C:,あ、これでオッケー
059,228.7100,230.2575,C:,ちょっと画面がちっちゃかったから
060,233.0750,233.5600,C:,オッケーオーケー
061,238.2325,239.1150,C:,おい、わかんない。
062,240.3025,241.2050,C:,イチジカンだろう？
063,244.7875,245.2425,C:,うん
064,246.3425,248.4650,C:,まあ教本使えば
065,249.9425,251.1625,C:,無いことは無いかもしれない。
066,251.6825,252.2600,C:,じゃあ無理だね。
067,253.6600,254.1025,C:,わかんない。
068,255.0650,258.4825,C:,それは、あれだよ。、前衛のゼルがどんだけ頑張るか
069,262.7500,264.8275,C:,俺は頑張っても時給は上がらないので
070,266.4550,270.5225,C:,あーいやまああんまり最近トークなん、トークしてないからいいんじゃない？、話しかけらんないと思う。
071,271.2675,272.3325,C:,わお{笑}
072,273.8975,274.4950,C:,さすがやん。
073,278.6250,278.9800,C:,まあね。
074,280.3825,280.9575,C:,飛んでいいの？
075,284.4700,285.8925,C:,つうかうん、あオッケー
076,287.9625,288.2125,C:,やべえ。
077,288.6500,290.1000,C:,やべえ。あせ、飛ん{笑}
078,290.7400,291.3775,C:,飛ばなきゃ
079,296.5975,297.0125,C:,何？
080,307.1275,309.7100,C:,そんなの関係ねえ。、そんなの関係ねえ。
081,312.7675,313.3150,C:,スカイブ？
082,319.7900,323.9850,C:,なんかひょ、なんか、テレポートの運が悪いんだけどほんと今日は、{笑}オッケー
083,328.0775,328.9725,C:,下下右でしょう？
084,336.8300,337.3250,C:,下右？
085,338.0525,338.4775,C:,あそっか。
086,339.1000,339.5600,C:,さすが
087,341.7700,342.3325,C:,俺には無
088,343.1050,344.8650,C:,俺には無縁の狩場だからな。あそこは
089,353.4800,357.0050,C:,えーだから、えーでもソロでさらされるのはあれだよ。アサシンだけ、でしょう？
090,358.8350,359.2450,C:,なんか
091,360.8400,365.9650,C:,クローキングして、もタゲを持たないのに攻撃して倒してるからってことだよね。きっとね
092,375.4150,375.6800,C:,あう
093,377.6900,377.8250,C:,え？
094,378.7150,379.4000,C:,タマがどうした？
095,380.5450,382.3250,C:,なってる。なってる。ああそうか。、知らなかったんだっけ？
096,382.9100,383.3550,C:,そうそうそう
097,384.5600,385.6500,C:,今そう、チェイサー
098,386.8050,387.3300,C:,でなんか
099,390.3900,390.7375,C:,うん
100,392.3600,394.6750,C:,だからでも転生つってたから結構早いからね。
101,403.6750,404.4200,C:,入っちゃっていいのかな？
102,406.8350,408.0650,C:,いいのか？、ゼル平気か？
103,413.2800,416.6250,C:,じゃあゼルがドリラーに殺されないことを願いつつ、{笑}入ります。
104,420.2200,423.9650,C:,{笑}思ってるから言ってんだよ。{笑}、嘘嘘
105,425.6150,426.8850,C:,それは無いなー。{笑}
106,430.8350,431.6700,C:,いや俺がすぐ死ぬんだよ。
107,433.3600,435.0500,C:,死ぬのは俺の特権だから奪うなよ。
108,442.5025,442.9750,C:,はい
109,443.4400,445.2800,C:,了解、えーっとー俺も
110,446.3250,446.6550,C:,うん
111,447.3650,448.5300,C:,俺もそんな釣れないと思うぜ。
112,450.7350,451.2300,C:,いいかなー？
113,454.9600,458.1950,C:,マグマニピかかる前にとっこんぞ。俺、まあいいや。
114,459.1650,460.0850,C:,いやあ
