001,8.7850,9.9850,A:,初めて来た。
002,14.9900,15.3700,A:,うん
003,16.8700,18.5050,A:,そうなんだ。、何こいつ？
004,23.6600,24.2350,A:,{笑}
005,29.4550,29.8950,A:,うん
006,41.1850,41.9400,A:,{笑}
007,47.3250,47.6300,A:,んー？
008,64.5800,65.3800,A:,一番上？
009,68.0650,68.4550,A:,うん
010,70.5500,71.1050,A:,あ、あった。
011,72.4800,73.5450,A:,わかった。わかった。
012,75.8900,76.4000,A:,はい
013,77.0300,77.5350,A:,ハエで？
014,82.8200,83.8300,A:,あ、微妙
015,84.8475,85.9550,A:,こっから歩いて行くか。
016,95.6650,98.0400,A:,分ける。、遅いあたしの方が
017,100.8600,101.1250,A:,んー？
018,104.3050,104.9050,A:,おーし
019,105.9000,106.6050,A:,もうちょっとだ。
020,108.8475,109.5750,A:,早いねー。
021,113.6150,113.8425,A:,ん？
022,114.2650,115.3475,A:,ね、いいとこ着いたね。
023,118.1725,118.7450,A:,どこ？
024,119.4375,119.6600,A:,いた。
025,124.5200,125.2800,A:,なんかいるよ。
026,129.9350,130.5350,A:,弱いの？
027,135.7450,136.3850,A:,おお
028,145.5150,147.1950,A:,なんか、何気にしぶとい。
029,151.7125,152.4275,A:,そうか。
030,155.7300,157.1450,A:,もうイッピキ来ちゃったしね。
031,183.9600,185.4750,A:,頑張れ。頑張れ。
032,196.6850,198.1300,A:,なんかいろいろ頑張ってる。
033,199.1150,199.6225,A:,また
034,202.5925,202.8750,A:,うん
035,204.4050,205.0325,A:,右上？
036,206.8650,207.4250,A:,はい
037,211.4625,212.2500,A:,微妙
038,216.9400,217.2100,A:,{笑}
039,217.8075,219.1750,A:,そっちも微妙
040,225.6050,226.1400,A:,きゃー
041,230.6950,231.2275,A:,この辺？
042,236.6850,237.4650,A:,ここでいいの？
043,240.0200,240.6550,A:,はいよ。
044,252.7000,253.1675,A:,頑張れ。
045,253.9250,254.1600,A:,え？
046,256.0750,256.9150,A:,頑張れ。
047,266.7500,267.0000,A:,ん？
048,269.8750,270.9625,A:,ね邪魔だった。
049,289.6450,290.2825,A:,入った。
050,292.4600,293.2300,A:,おおなんか
051,294.9750,295.4450,A:,何？
052,297.3800,297.7850,A:,ここ？
053,299.9950,300.7250,A:,適当に
054,305.2550,306.2050,A:,真ん中の何？
055,309.5250,309.8250,A:,うん
056,312.1350,312.6100,A:,行くの？
057,314.2550,315.1250,A:,どうやって行くの？
058,320.2900,321.4950,A:,外ぐるーって
059,322.5150,324.4125,A:,そんなイッピキイッピキ倒さなくていい？
060,327.4000,327.8350,A:,そっか。
061,330.6550,331.1100,A:,ひー
062,335.5200,335.9700,A:,なんか
063,337.3725,339.4600,A:,マウスがたまに動かなくなる。
064,340.7375,341.5600,A:,あこいつ嫌い。
065,343.7650,344.3700,A:,{笑}
066,346.2375,346.9750,A:,置いてっちゃえ。
067,347.7150,349.1375,A:,こいつ好きなんだけどなー。
068,351.9150,352.3050,A:,きゃー
069,356.1300,356.8150,A:,うぎゃー
070,372.5200,373.8325,A:,よっしゃ、あ行っちゃう。
071,380.4350,381.1850,A:,おっきいの？
072,383.4075,384.7000,A:,何おっきいのって？
073,389.8050,390.2625,A:,うそー？
074,392.2325,393.1400,A:,どこ？どこ？
075,394.6525,395.5400,A:,あれ違う。{笑}
076,397.0950,398.0200,A:,どこどこ？
077,404.3425,405.0000,A:,どこ？
078,410.2750,410.9100,A:,こっちか。
079,412.2100,412.4200,A:,お
080,413.0100,414.0425,A:,なんかやってるぞ。
081,427.9700,428.3900,A:,よし
082,437.2050,438.0450,A:,おっきいの
083,439.3725,440.2300,A:,いないかなー
084,460.4800,461.0400,A:,何だ？
085,465.2150,466.1725,A:,いっぱいいるねー。
086,467.7025,468.2350,A:,いいね。
087,471.1050,472.2350,A:,すぐ倒せるし
088,482.8450,483.3225,A:,あいよ。
089,483.8950,484.5350,A:,待って。
090,487.9700,489.1850,A:,はい、行きます。
091,491.4400,491.9600,A:,はい
092,497.4425,498.0400,A:,いやあ
093,499.8050,500.3400,A:,{笑}
094,501.0800,502.2450,A:,無視無視こっちか。
095,503.3200,504.2050,A:,いっぱいいるね。
096,506.1400,506.3600,A:,はい
097,508.2150,508.9100,A:,倒すよ。
098,513.2850,514.0725,A:,倒したよ。
099,516.7975,517.4700,A:,行こう。
100,518.9900,521.5100,A:,おっきいのいないかな。なんかやられた。
101,524.8500,525.1950,A:,ここ？
102,532.6625,533.4625,A:,あそうなの？
103,540.3000,541.1300,A:,お何だこりゃ？
104,547.2500,547.9200,A:,頑張れ。
105,554.6100,554.9950,A:,なんか
106,557.9850,559.6400,A:,強いのか弱いのかよくわかんない。
