001,1.5700,2.2900,B:,あ移動で
002,10.9575,13.6550,B:,うーんさ、ん？先月だかに
003,14.7050,15.9125,B:,アップデートされたとこ
004,16.6375,17.9550,B:,先月じゃない。先々月か。
005,19.4675,20.0800,B:,なんかねー
006,21.3750,22.2850,B:,い石のポリン
007,26.6000,27.9650,B:,微妙にかわいいよ。顔は
008,39.3500,40.3250,B:,よわ。{笑}
009,43.9400,44.7425,B:,こっちかな？
010,49.9725,50.4000,B:,違った。
011,58.1725,60.3800,B:,じゃあハエ使ってもらった方がいいかな？
012,61.0275,63.2875,B:,一番上の赤い点わかる？マップの
013,65.7300,69.2475,B:,うマップわかる？右上にあるちっちゃい、絵の
014,69.7600,72.0125,B:,その、一番、上の点
015,72.6125,74.6425,B:,赤い点そこまで行って
016,78.1475,78.7050,B:,ハエで
017,84.9050,85.4750,B:,微妙
018,87.7000,88.2600,B:,節約
019,98.6000,99.5400,B:,よし一番
020,101.7450,102.5175,B:,(?アキニス)いた？
021,111.0550,112.2500,B:,いいとこに、着いたから
022,114.3150,114.7300,B:,いいとこよ
023,115.6975,115.9900,B:,ね
024,119.0800,120.6500,B:,そこ。、じゃここ
025,124.6950,125.0750,B:,(?アトレア)
026,125.5900,126.2450,B:,なんかいる？
027,148.3550,150.6125,B:,うん、武器が悪かったかなー。{笑}
028,157.4750,158.0000,B:,うん
029,198.0325,202.8025,B:,うんじゃもうイッカイハハエ使ってもらってまた右上
030,203.5550,205.7325,B:,右上の赤い点ね。、うん
031,208.7675,209.5600,B:,よしじゃあじゃん
032,212.5450,212.9150,B:,{笑}
033,213.6325,214.7825,B:,歩いて行くに(?モンダイ)
034,219.4550,220.4050,B:,微妙なんかい
035,231.8450,232.0750,B:,ん
036,232.9075,234.0250,B:,そうそこその
037,234.8900,235.5375,B:,その辺
038,237.8350,240.2500,B:,うんいいよ。、じゃそこ入って。
039,243.0400,243.9650,B:,じゃあと一番
040,245.0100,245.9675,B:,次で到着
