何とか,2.14,2.61
D_アノー,2.61,2.96
だけ,2.96,3.2
か,3.2,3.45
まだ,3.45,3.64
見て,3.64,3.85
ない,3.85,4.0
です,4.0,4.28
一応,4.36,5.13
グライダー,5.13,5.78
では,5.78,6.02
入る,6.02,6.32
前,6.32,6.5
に,6.5,6.71
部活,6.71,7.21
に,8.06,8.19
いただきたい,8.19,9.44
何か,10.52,10.8
ある,10.8,10.94
とか,10.94,11.15
は,11.15,11.33
いけ,11.33,11.52
ます,11.52,11.83
か,12.39,12.71
ヤマカン,12.92,13.56
の,13.56,13.65
灯り,13.65,14.03
あたり,14.03,14.33
行きたい,14.33,14.63
です,14.63,14.94
だけど,18.23,18.64
前もって,18.64,19.16
まったり,19.16,19.42
です,19.42,19.65
D_エート,19.88,20.28
が,20.28,20.35
ない,20.35,20.48
ん,20.48,20.53
ですよね,20.53,20.91
D_ア,21.72,22.13
